City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review
Tolip Hotel Alexandria (Hotel) (Egypt) Deals,Tolip Hotel Alexandria,Annabel,Guernsey,1 night Â· ,December 2024,Family,Deluxe Double or Twin Room with Sea and Pool View,"Reviewed: January 4, 2025","Excellent buffet breakfast with wide range of cooked food, delicious pancakes and pastries.",No Negative Feedback
Tolip Hotel Alexandria (Hotel) (Egypt) Deals,Tolip Hotel Alexandria,Yasmeen,Yemen,1 night Â· ,January 2025,Group,Family Room Side Sea View,"Reviewed: January 7, 2025",All was very good,I like everything but The net was weak only
Tolip Hotel Alexandria (Hotel) (Egypt) Deals,Tolip Hotel Alexandria,Sharafeldin,Egypt,1 night Â· ,January 2025,Family,Special Offer - Double or Twin Room with Side Sea View - Egyptians and Residents Only,"Reviewed: January 6, 2025","The view was very good
The breakfast was excellent 
The room was very clean and tidy",The parking was not free and you have to pay 120 pound every day as parking this has never happen to me in any hotel
Tolip Hotel Alexandria (Hotel) (Egypt) Deals,Tolip Hotel Alexandria,Yaswah,Egypt,2 nights Â· ,January 2025,Group,Special Offer - Family Room with Side Sea View - Egyptians and Residents Only,"Reviewed: January 5, 2025",Good value for money,"Despite 6th floor very noisy street traffic.
Parking should be free."
Tolip Hotel Alexandria (Hotel) (Egypt) Deals,Tolip Hotel Alexandria,Fatima,United Arab Emirates,4 nights Â· ,January 2025,Couple,Special Offer - Deluxe Room with City View - Egyptians and Residents Only,"Reviewed: January 5, 2025",Location and facilities and view,Bathroom maintenance and quality of towels and bedsheets
Tolip Hotel Alexandria (Hotel) (Egypt) Deals,Tolip Hotel Alexandria,Hesham,Egypt,1 night Â· ,December 2024,Couple,Special Offer - Double or Twin Room with Side Sea View - Egyptians and Residents Only,"Reviewed: January 3, 2025",Great,Nice place and location
Tolip Hotel Alexandria (Hotel) (Egypt) Deals,Tolip Hotel Alexandria,Dr,Egypt,2 nights Â· ,December 2024,Couple,Special Offer - One-Bedroom Suite with Sea and Pool View - Egyptians and Residents Only,"Reviewed: January 3, 2025",nice but noisy,sea view and location
Tolip Hotel Alexandria (Hotel) (Egypt) Deals,Tolip Hotel Alexandria,Ahmed,Egypt,1 night Â· ,January 2025,Family,Special Offer - Deluxe Room with City View - Egyptians and Residents Only,"Reviewed: January 2, 2025","Hospitable staff, wide room with nice view, breakfast buffet was ok","Rooms needs small renovations, otherwise all was ok"
Tolip Hotel Alexandria (Hotel) (Egypt) Deals,Tolip Hotel Alexandria,Mohamed,Egypt,1 night Â· ,January 2025,Couple,Special Offer - Deluxe Room with City View - Egyptians and Residents Only,"Reviewed: January 1, 2025",Room and sea view,Cleanliness issue beside room door
Tolip Hotel Alexandria (Hotel) (Egypt) Deals,Tolip Hotel Alexandria,Hassan,Qatar,2 nights Â· ,January 2025,Family,Special Offer - Deluxe Room with City View - Egyptians and Residents Only,"Reviewed: January 1, 2025",Very good thank you,No Negative Feedback
"Charming Miramar Aparthotel (Condo Hotel), Alexandria (Egypt) Deals",Charming Miramar Aparthotel,Koky,Egypt,1 night Â· ,April 2023,Solo traveler,Two-Bedroom Apartment,"Reviewed: April 12, 2023","The beach
Locaton 
Neighbourhood
Wifi
Bathroom and the bed were clean",No Negative Feedback
"Charming Miramar Aparthotel (Condo Hotel), Alexandria (Egypt) Deals",Charming Miramar Aparthotel,Micmakes,Italy,1 night Â· ,August 2023,Group,Two-Bedroom Apartment,"Reviewed: September 11, 2023","The host directed us to a different location, but some pictures were related to the place we were in, so we thought there was a problem with Arabic-English translation and we accepted to stay. 
After the cash payment, the hotel guy asked to take a picture of my Booking.com reservation on my mobile, justifying it with the need to fulfill local tourism rules: my BIG MISTAKE because he grabbed also my reservation PIN.
The apartment was dirty, and clearly not cleaned after a previous stay. There was a water leak in the pipe of the sink. 
The power went away because the host didn't charge the counter, so the building doorman fixed the problem after some calls.
Finally, the Wi-Fi was not present.
It was very late, we stayed there only one night, planning to leave very early. So we thought to manage our complaints the day after.
Left the keys on the door, while traveling again, we discovered the Booking.com reservation was canceled, without any chance to leave feedback. 
Thanks to Booking.com's customer care I understood the host canceled the reservation with my PIN, impersonating me. WHY? maybe this way prevents us from leaving (bad) feedback? maybe this way they don't pay Booking.com fees?
I don't really know, but finally, Booking.com gave us the opportunity to write this review, alerting other potential customers, and hoping the host to improve its offer, and avoid behaving dishonestly.

Note: My vote was not ""1"" because we booked late that day, after a long trip, while was very difficult to arrange a stay at that time in Alexandria.","The host directed us to a different location, but some pictures were related to the place we were in, so we thought there was a problem with Arabic-English translation and we accepted to stay. 
After the cash payment, the hotel guy asked to take a picture of my Booking.com reservation on my mobile, justifying it with the need to fulfill local tourism rules: my BIG MISTAKE because he grabbed also my reservation PIN.
The apartment was dirty, and clearly not cleaned after a previous stay. There was a water leak in the pipe of the sink. 
The power went away because the host didn't charge the counter, so the building doorman fixed the problem after some calls.
Finally, the Wi-Fi was not present.
It was very late, we stayed there only one night, planning to leave very early. So we thought to manage our complaints the day after.
Left the keys on the door, while traveling again, we discovered the Booking.com reservation was canceled, without any chance to leave feedback. 
Thanks to Booking.com's customer care I understood the host canceled the reservation with my PIN, impersonating me. WHY? maybe this way prevents us from leaving (bad) feedback? maybe this way they don't pay Booking.com fees?
I don't really know, but finally, Booking.com gave us the opportunity to write this review, alerting other potential customers, and hoping the host to improve its offer, and avoid behaving dishonestly.

Note: My vote was not ""1"" because we booked late that day, after a long trip, while was very difficult to arrange a stay at that time in Alexandria."
"Charming Miramar Aparthotel (Condo Hotel), Alexandria (Egypt) Deals",Charming Miramar Aparthotel,Hamada,Saudi Arabia,4 nights Â· ,August 2023,Family,Apartment with Sea View,"Reviewed: August 30, 2023",Location - Air Conditioner quality but it is available only in 2 rooms,"It is the worst experience you might have. Photos will explain it and no need for further words, but let me put few points:
Furniture including Sofa, Beds, Mattresses are very old and Dirty and not comfortable at all.
Property manager doesn't have any kind of hospitality and good relationship with guests and for any issue, he blames it on you.
You can imagine they allow you for 25 EGP electricity consumption per day, and you need to pay for further consumption. In my case, Electricity got off in my first day at 3 AM, and the guy said it seems I have high consumption and I need to control it, and he asked me to go down at the parking area to wake up the building guard and ask him to recharge the electricity credit!
The living room and one bed room don't have Air conditioner nor good fan, and there is only small fan and you need to make use of it if you need to utilize the living room and that bedroom.
WiFi is not working as there is issue with the service provider, however I doubt this and it seems to me they don't have the service at all and the modem is just installed there as decoration based on my experience with them.
Basic things are not available. For example there is no Trash Basket. Tea Boiler is not working and when I aksed the guy to resolve this, he said I will send you one guy to help, and no one showed up for the whole 4 nights.
The apartment is under different brand ""Makseem"", and they don't give you a receipt for the payment.
Kitchen is very dirty as per the photos.
Lighting is very low, even the entrance is dark with no light at all, and you need to use your phone lighter to be able to get in even in the day time.
It is not safe, as you will see broken glass in one of the photos.
No Clean Service at all
They canceled my booking however I paid the full amount in cash in first day.
 same company has couple of places and not recommended to book any apartment under their management."
"Charming Miramar Aparthotel (Condo Hotel), Alexandria (Egypt) Deals",Charming Miramar Aparthotel,Mari,Argentina,1 night Â· ,May 2023,Solo traveler,Two-Bedroom Apartment,"Reviewed: May 25, 2023",Location and cleanness,No breakfast
"Charming Miramar Aparthotel (Condo Hotel), Alexandria (Egypt) Deals",Charming Miramar Aparthotel,Jano,Egypt,1 night Â· ,April 2023,Solo traveler,Two-Bedroom Apartment,"Reviewed: April 27, 2023",Cleanness and location,No thing
"Charming Miramar Aparthotel (Condo Hotel), Alexandria (Egypt) Deals",Charming Miramar Aparthotel,Ahmed,United Arab Emirates,1 night Â· ,February 2023,Solo traveler,Apartment with Sea View,"Reviewed: February 8, 2023",I liked nothing and it was a mistake to book this apartment.,"1- The apartment is not clean at all with Broken furniture.
2- There is no mobile network coverage inside the apartment.
3- The attitude of Abanoub was like he is doing me a favor especially when I complained that the wifi is not working. I was not happy the way it was handled.
When I told him that I would complain to booking.com, he came to fix it.
4- blankets, bedsheets, pillowcase were dirty.
5- there was no even a dustbin in the apartment.
6- the photos don't match the real status of the apartment.
7- The location is great but the GPS location provided in booking.com was wrong, so I have to walk up and down to find the right building."
"Charming Miramar Aparthotel (Condo Hotel), Alexandria (Egypt) Deals",Charming Miramar Aparthotel,Christine,Egypt,1 night Â· ,November 2022,Family,Apartment with Sea View,"Reviewed: November 14, 2022",cleanness and location,no thing
"Charming Miramar Aparthotel (Condo Hotel), Alexandria (Egypt) Deals",Charming Miramar Aparthotel,Ø¹Ø¨Ø¯Ø§Ù„Ø¹Ø²ÙŠØ²,Saudi Arabia,1 night Â· ,November 2024,Solo traveler,Two-Bedroom Apartment,"Reviewed: November 15, 2024",Ø§Ù„Ù…ÙˆÙ‚Ø¹ ÙÙ‚Ø· Ù…Ù…ØªØ§Ø² Ùˆ ÙƒØ°Ù„Ùƒ Ø§Ù„Ø·Ø§Ù‚Ù…,Ø§Ù„Ø£Ø«Ø§Ø« ØºÙŠØ± Ù…Ù…ØªØ§Ø² Ùˆ Ø§Ù„Ø­Ù…Ø§Ù… ØºÙŠØ± Ù†Ø¸ÙŠÙ Ùˆ Ø§Ù„Ø³Ø±ÙŠØ± ØºÙŠØ± Ù†Ø¸ÙŠÙ
"Charming Miramar Aparthotel (Condo Hotel), Alexandria (Egypt) Deals",Charming Miramar Aparthotel,Samy,Egypt,1 night Â· ,August 2023,Solo traveler,Two-Bedroom Apartment,"Reviewed: August 31, 2023","Ø§Ù„Ù…ÙˆÙ‚Ø¹ Ø§ÙØ¶Ù„ Ø´ÙŠ 
Ù…Ø³Ø§Ø­Ù‡ Ø§Ù„Ø¬Ù†Ø§Ø­ ÙƒØ¨ÙŠØ±Ù‡ Ø¬Ø¯Ø§ ÙˆØªØªØ³Ø¹ Ù„Ø§Ø³Ø±Ù‡ ÙƒØ¨ÙŠØ±Ù‡ Ø¨ÙƒÙ„ Ø§Ø±ÙŠØ­ÙŠÙ‡
Ø§Ù„ÙˆØ§ÙŠÙØ§ÙŠ ÙŠØ¹Ù…Ù„ Ø¨ÙƒÙØ§Ø¡Ù‡ Ø¹Ø§Ù„ÙŠÙ‡ ÙÙŠ ÙƒÙ„ Ø§Ù„Ø´Ù‚Ù‡ Ù…Ø§ Ø¹Ø¯Ø§ Ø§Ù„ØºØ±ÙÙ‡ Ø§Ù„Ù…Ø§Ø³ØªØ±
Ù…Ø³ØªÙˆÙŠ Ø§Ù„Ù†Ø¸Ø§ÙÙ‡ Ù…Ù‚Ø¨ÙˆÙ„","Ø§Ø¯ÙˆØ§Øª Ø§Ù„Ù…Ø·Ø¨Ø® Ù†Ø§Ù‚ØµÙ‡ ÙˆØ·Ù„Ø¨Øª Ù…Ù† Ø§Ù„Ù…Ø³Ø¤Ù„ Ø§ÙƒÙ…Ø§Ù„ Ø§Ù„Ù†ÙˆØ§Ù‚Øµ
Ø§Ù„ÙˆØ§ÙŠ ÙØ§ÙŠ Ù„Ø§ ÙŠØµÙ„ Ø§Ù„ÙŠ Ø§Ù„ØºØ±ÙÙ‡ Ø§Ù„Ù…Ø§Ø³ØªØ± (Ø§Ù‡Ù… ØºØ±ÙÙ‡ ) 
Ù„Ø§ ÙŠÙˆØ¬Ø¯ Ø§ÙØ·Ø§Ø± .. Ø§Ùˆ Ø§ÙŠ ÙˆØ¬Ø¨Ø§Øª Ø¹Ù…ÙˆÙ…Ø§"
"Charming Miramar Aparthotel (Condo Hotel), Alexandria (Egypt) Deals",Charming Miramar Aparthotel,Saad,Egypt,1 night Â· ,June 2023,Solo traveler,Two-Bedroom Apartment,"Reviewed: June 1, 2023",Ù†Ø¸Ø§ÙÙ‡ Ø§Ù„Ù…ÙƒØ§Ù† ÙˆØ§Ù„Ù‡Ø¯ÙˆØ¡,Ù„Ø§ ÙŠÙˆØ¬Ø¯ ÙØ·ÙˆØ±
"ZAFERO POREFAG- Families only (Apartment), Alexandria (Egypt) Deals",ZAFERO POREFAG- Families only,Yehia,Egypt,2 nights Â· ,May 2023,Family,Apartment with Sea View,"Reviewed: May 7, 2023","Sea view, staff were very helpful","Missing Microwave, however it is mentioned in Booking that doesn't include it"
"ZAFERO POREFAG- Families only (Apartment), Alexandria (Egypt) Deals",ZAFERO POREFAG- Families only,Menna,Egypt,2 nights Â· ,November 2024,Couple,Apartment with Sea View,"Reviewed: November 20, 2024","-The wonderful view of the sea was magic
-Nice receptionists","Ø§Ù„Ø­ÙˆØ¶ ÙƒØ§Ù† Ø¨Ø§ÙŠØ¸ Ùˆ Ø¨ÙŠØ³Ø±Ø¨ Ù…ÙŠÙ‡ ğŸ˜”
-Windows have spaces around so they are not well closed
-We found a cockroach"
"ZAFERO POREFAG- Families only (Apartment), Alexandria (Egypt) Deals",ZAFERO POREFAG- Families only,Sara,Egypt,2 nights Â· ,June 2024,Family,Apartment with Sea View,"Reviewed: June 17, 2024","The place was tidy and fully equipped with everything you need, including WiFi. The staff was helpful and responded promptly to all our needs.","Itâ€™s a bit pricey, and the mattresses could be softer as they were too firm for comfortable sleep. Other than that, everything is excellent."
"ZAFERO POREFAG- Families only (Apartment), Alexandria (Egypt) Deals",ZAFERO POREFAG- Families only,H,Egypt,2 nights Â· ,October 2023,Family,Apartment with Sea View,"Reviewed: October 13, 2023","Great location, cleanliness very good, amazing view, well furnished & kitchen facilities,",No Negative Feedback
"ZAFERO POREFAG- Families only (Apartment), Alexandria (Egypt) Deals",ZAFERO POREFAG- Families only,Rami,Qatar,4 nights Â· ,July 2023,Family,Apartment with Sea View,"Reviewed: July 27, 2023",Excellent location with wonderful view. The apartment is comfortably the sofas in the living room are amazing,"I spent half of the 1st day in receiving the apartment and check the maintenance and to make housekeeping.
Generally the apartment needs wall painting , The bedrooms floor need to change & there was no wardrobe for our clothes, the elevator also so old and it didnâ€™t work at our last day"
"ZAFERO POREFAG- Families only (Apartment), Alexandria (Egypt) Deals",ZAFERO POREFAG- Families only,Ahmed,Egypt,2 nights Â· ,July 2022,Group,Apartment with Sea View,"Reviewed: July 21, 2022","clean place , nice sea view , friendly staff","The elevator is too old and need maintenance to be more safe , 
 road a maintenance in front of the view ( no beach now as it showing in photos ) and they didn't mention before my stay"
"ZAFERO POREFAG- Families only (Apartment), Alexandria (Egypt) Deals",ZAFERO POREFAG- Families only,John,Egypt,1 night Â· ,June 2022,Group,Apartment with Sea View,"Reviewed: June 21, 2022","Location, Cleanliness , Hospitality and Good value for money",Nothing
"ZAFERO POREFAG- Families only (Apartment), Alexandria (Egypt) Deals",ZAFERO POREFAG- Families only,Aya,Egypt,3 nights Â· ,March 2022,Family,Apartment with Sea View,"Reviewed: March 16, 2022",The veiw is breathtaking. All utilities work fine,"It was freezing cold, the place isn't cold proof at all, barely any wood that isnt MDF and zero carpets to keep it warm. The windows dont fully seal shut and the smallest bit of air is enough to make the whole apartment even closer. They knew it was cold at this time of the year, yet they don't put any carpets on, they leave one just ONE blanket on each bed in a place on the 12th floor facing the sea! The beds were cold to set on, quite illogical, I had to request more blankets. No heating in the place, The ACs are only cold. This place is good for warm weather but in winter, its not ready. I have stayed in cheaper places in winter before and they brought a heater and a comforter. 

Also the communication was bad. I said I was approaching in 15 minutes yet they still sent someone 20 mins late while we stood outside in the cold waiting. And when I left I nearly took the keys back home as my ride was here and they didn't send someone to pick the keys up yet and when they did, she didn't even find us when we gave her all signs, we found her after wasting 30 minutes making our driver furious."
"ZAFERO POREFAG- Families only (Apartment), Alexandria (Egypt) Deals",ZAFERO POREFAG- Families only,Elmedany,Egypt,1 night Â· ,June 2023,Family,Apartment with Sea View,"Reviewed: June 8, 2023","I didn't found the apartment that I booked, staff was claiming it is under maintainance .
If yes, why didn't them remove it from booking ?!","I didn't found the apartment that I booked, staff was claiming it is under maintainance .
If yes, why didn't them remove it from booking ?!"
"ZAFERO POREFAG- Families only (Apartment), Alexandria (Egypt) Deals",ZAFERO POREFAG- Families only,Ù…Ø­Ø³Ù†,Egypt,2 nights Â· ,August 2022,Couple,Apartment with Sea View,"Reviewed: August 28, 2022",nothing,It is in a side street very bad and not sea front like specification
